acorn_gold.png	Golden fruit-like charm with a mesh-patterned orb and smooth teardrop front.
aertfact.png	Blue-gray square panel with bright red-orange branching nodes and lines.
Alchemical_Powder.png	Red-orange faceted gem or crystal with rough, glowing, rounded shape.
algae.png	Shimmering lime-green ribbon or liquid fabric twisting in soft waves.
amanita.png	Red spotted mushroom with white flecks and pale stem.
amulet_2.png	Bright green faceted gemstone pendant in a gold setting.
amulet_3.png	Gold-rimmed circular lens filled with purple and magenta clouds.
amulet_4.png	Gray wolf mask medallion with orange gem and dark beads.
amulet_5.png	Beaded gold necklace with hanging claws, tusks, and colored charms.
amulet_6.png	Small hanging talisman with beige face, orange beads, and metal tools.
amulet_7.png	Gold triangular eye amulet with horns and carved sunburst details.
amulet_8.png	Skull pendant with dangling chains, beige bone and dark eye sockets.
amulet_9.png	Blue metal medallion with purple gem and small orb-like charm.
apple.png	Shiny red apple with green segmented stem and curled leaf.
bag_2.png	Brown leather satchel with gold buckle, stitching, and flap closure.
bag_3.png	Gray cloth pouch tied at the neck, glowing with cyan light.
bag_4.png	deep red leather pouch with gold cord, blue beads, and stitched flap
bat_wings.png	bluish-gray bat wing with dark shadows and a sleek curved membrane
bell.png	ivory and pink bell with red ribbon tied around the top
belladonna.png	green-and-black berry-like orb surrounded by yellow spotted petals
berries.png	multiple fantasy item icons on dark background, dominated by varied reds, golds, blues, and greens
bettle.png	bright green beetle with yellow highlights and glossy segmented shell
bezoar.png	brown and orange pile of rounded wooden nuts or seeds
black-acorn.png	amber acorn with tan cap and warm glowing highlights
black_rose.png	gray-blue rose blossom with pale green stem and leaves
black_widow.png	clear blue jar holding a black spider with red markings
blue_feather.png	pale cyan feather with soft translucent barbs on a white background
bone.png	tan bone pipe or whistle with rounded joints and hollow end
book.png	red spellbook with turquoise gem, gold corners, and green ribbon
book_10.png	brown book embossed with a paw print medallion on the cover
book_11.png	blue-gray book featuring a mint-green jellyfish over ocean waves
book_2.png	gray wooden book with a bright orange lightning bolt across the cover
book_3.png	tan book with a glowing red eye and cracked mystical cover
book_5.png	black and gray book with skull emblem and bone corner guards
book_6.png	green book with a coiled serpent embossed on the cover
book_8.png	brown strapped book with leaf corners and parchment peeking out
book_9.png	green book with a turquoise swirling gem set in the cover
bowl.png	dark gray mortar holding bright yellow-green potion with a gold pestle
broomstick.png	brown broom with red band and glowing yellow-green bristles
bunch_of_leaves.png	olive green leafy branch bound with yellow twine
butterfly_wings.png	red and black butterfly with white-spotted wing edges
cactus .png	green spiky cactus with small offshoots and pale thorns
candle.png	cream candle with golden flame and melted wax drips
card.png	teal tarot card with gold crescent moon and star symbols
cat.png	black cat figurine with glowing amber eyes and curled tail
cauldron.png	black cauldron filled with bubbling neon green liquid
Champignon.png	Pale ivory circular shells or coins, layered and glossy, on warm tan background.
cinnamon.png	two brown star anise blossoms on warm amber background
claw.png	ivory curved claw or tusk with brown spots
clover.png	pale green clover leaf with white ringed center pattern
creepy_plant.png	light green plant sprouting many eye-like nodules from a cracked pot
crow.png	black raven with glossy feathers and a pale blue eye
crystal.png	large faceted purple crystal on a brown pedestal
damned_button.png	orange glowing ember-like disc surrounded by soft pink aura
dark-essense.png	sleek black-and-silver droplet of liquid or polished metal
dark_knife.png	silver dagger with a skull hilt and dark handle
dead_rat.png	blue-gray rat with red eyes on a brown branch
doll.png	Beige rope doll with flowing strands, tied in loose knots, on orange-brown background.
dreamcatcher.png	Dark red woven orb with olive beads, wrapped in brown cords and gray tassels.
drum.png	Tan drum with carved skull lid, brown body, and gold tension cords.
egg_dragon.png	Glowing red amber egg with fiery yellow core and dark crack lines.
eggs_2.png	Yellow-green spotted egg with large dark blotches and smooth rounded surface.
essence.png	Blue glass vial containing black smoky liquid, capped with a brown stopper.
eye_3.png	Bright golden eye with black slit pupil and glowing amber iris.
feather.png	Single black feather with layered barbs and a thin dark shaft.
feather_gold.png	White-gold feather glowing softly against a vivid yellow background.
feathers.png	Pale gray feather with curved quill and soft layered barbs.
fly.png	Green fly with translucent wings, brown legs, and copper eyes.
garlic.png	White garlic bulb with creamy cloves and faint beige shading.
ginger .png	Golden ginger root with sliced yellow pieces and warm brown shadows.
hat.png	Dark brown witch hat with a black band and silver buckle.
heart.png	Red anatomical heart with glossy veins and rounded chambers.
honeycombs.png	Three amber gem shards set in pale cream honeycomb frames.
horn_rainbow .png	Rainbow twisted horn or horn-shaped spiral, fading from green to orange.
horns.png	Antler-like bone branch in beige and brown, branching into smooth curves.
hourglass.png	Wooden hourglass with pale sand, tilted in a warm brown frame.
ice.png	Two turquoise ice crystals with white veins and glossy rounded facets.
idol.png	brown hooded stone or shell with swirling cream streaks and a circular dark opening
key_2.png	silver metal key with round ornate bow and long cylindrical shaft
key_3.png	golden ornate key with curled filigree bow and bright polished shaft
knife.png	curved silver blade with black grip, tan guard, and cyan glowing background
larva.png	cream-white segmented grub with red head, orange legs, and black mandibles
leech.png	curved black horn or claw with cream spots and bright green interior
letter_2.png	dark red sealed envelope tied with ribbon and gold wax seal
magic-ball.png	purple-black orb with branching cracks and a bright white glowing center
magic_ball.png	red fiery eye orb with vertical slit pupil on a brown base
magic_ball_2.png	glossy pink and purple crystal sphere on a brown pedestal
magic_fish.png	yellow-gold fish with orange scales and bright fins
magic_stick_2.png	red-wrapped wand with blue-purple crystal tip and hanging green leaves
magic_stick_3.png	wooden staff topped with glowing green gem and wrapped root-like branches
magic_stick_6.png	curved black staff with copper wrappings, feathers, and dark hanging charms
Magicwand.png	Blue steel wand or dagger with brown wooden handle and glowing tip.
mandragora.png	golden root vegetable with green leaves and twisted trailing tendrils
maquis.png	orange poppy-like flower with dark purple center and soft glowing petals
mask_2.png	cream theatrical mask with black eye makeup and dark hair backing
mirror.png	silver-framed mirror with cracked glass, purple jewel, and curled ornamentation
mollusk.png	golden clam shell with a pale pearl-like interior and striped lid
